structure,count
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→F→F→G→G→A,3
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→D→D→C,3
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→D→D→A→A→E,3
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→D→D→E,3
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→H→H→A→A→D,3
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→C→C→D,3
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→B→B→C,3
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→D→D→G,3
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→B→B→D→D→A,3
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→A→A→D→D→B,3
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→B→B→C→C→A,3
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→H→H→A,3
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→D→D,3
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→C→C→A,3
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→D→D→E,3
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→C→C→E,3
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→D→D→E,3
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→D→D→A,3
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→H→H→A→A→C,3
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→C→C→B→B→E,3
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→A→A→C,3
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→C→C→D→D→A,3
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→G→G→C→C→A,3
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→D→D→E→E→C,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→B→B→C→C→A,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→A→A→E,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→A→A→C→C→B,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→C→C→H,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→A→A→B,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→G→G→A,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→D→D→E,2
A→A→B→B→C→C→D→D→A→A→B→B→E→E→C→C→A→A→B→B→F,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→D→D→C,2
A→A→B→B→C→C→D→D→E→E→A→A→B→B→D→D→C→C→F→F→A,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→D→D→G,2
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→H→H→C,2
A→A→B→B→C→C→D→D→A→A→E→E→F→F→D→D→C→C→A→A→B,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→D→D→B,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→B→B→E,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→E→E→G,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→H→H→F,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→D→D→E,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→D→D→H→H→B,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→A→A→B,2
A→A→B→B→C→C→A→A→D→D→E→E→F→F→B→B→C→C→A→A→G,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→D→D→E,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→D→D→G,2
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→C→C→G→G→B,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→H→H→C,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→B→B→F,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→C→C→E,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→C→C→A,2
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→A→A→B→B→C,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→D→D→E,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→D→D→A,2
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→G→G→C→C→D,2
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→A→A→D→D→C,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→C→C→E→E→A,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→D→D→A→A→C,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→D→D→E→E→B,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→E→E→D,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→C→C→B,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→D→D,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→A→A→G→G→D,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→D→D→B,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→H→H→C→C→A,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→D→D→C→C→A→A→E,2
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→C→C→B→B→A,2
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→A→A→B→B→D,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→A→A→B→B→C,2
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→B→B→H→H→A,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→A→A→D→D→B,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→B→B→C→C→A,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→C→C→D,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→E→E,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→B→B→E,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→E→E→F,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→C→C→H,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→D→D→B→B→G,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→C→C→B→B→A,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→H→H→E,2
A→A→B→B→C→C→D→D→E→E→F→F→C→C→G→G→A→A→B→B→C,2
A→A→B→B→C→C→D→D→E→E→A→A→B→B→D→D→C→C→E→E→A,2
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→F→F→A,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→A→A→G→G→H,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→B→B→F,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→E→E→B→B→C,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→E→E→D,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→A→A→H,2
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→F→F→A→A→B,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→C→C→B→B,2
A→A→B→B→C→C→D→D→E→E→B→B→C→C→F→F→D→D→E→E→B,2
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→H→H→C→C→D,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→E→E→A,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→D→D→C→C→B,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→D→D→E,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→A→A→E,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→C→C→A,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→C→C→B,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→A→A→F,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→D→D→E→E→A,2
A→A→B→B→C→C→D→D→E→E→B→B→A→A→C→C→F→F→B→B→A,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→B→B→G→G,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→D→D→E→E→A,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→A→A→B,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→B→B→D→D→C,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→B→B→A,2
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→G→G→D→D→A,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→D→D→C→C→B→B→G,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→D→D→B→B→A,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→C→C→B,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→H→H→E,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→G→G→C→C→D,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→C→C→B→B→H,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→D→D→B,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→A→A→D→D→G,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→D→D→E,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→B→B→C→C→A,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→G→G→A→A,2
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→H→H→A→A→C,2
A→A→B→B→C→C→D→D→E→E→A→A→B→B→D→D→F→F→G→G→A,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→D→D→C→C→B,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→D→D→C,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→D→D→A,2
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→B→B→A→A→G,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→B→B→C,2
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→G→G→H→H→B,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→B→B→E,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→C→C→E,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→D→D→B,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→C→C→H,2
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→A→A→B,2
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→E→E→A,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→D→D→A→A→C,2
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→C→C→B,2
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→C→C→A→A→D,2
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→F→F→E,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→C→C→B→B→D,2
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→D→D→A→A→C,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→C→C→D,2
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→C→C→E,2
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→D→D→B→B→A,2
A→A→B→B→C→C→A→A→D→D→E→E→F→F→B→B→G→G→C→C→A,1
A→A→B→B→C→C→D→D→E→E→A→A→B→B→D→D→F→F→G→G→H,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→C→C→B→B,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→D→D→C→C→B→B,1
A→A→B→B→C→C→D→D→E→E→B→B→C→C→D→D→E→E→F→F→B,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→D→D→G→G→A,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→A→A→B,1
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→A→A→H→H→B,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→B→B→D→D→C,1
A→A→B→B→C→C→A→A→D→D→E→E→B→B→A→A→C→C→F→F→A,1
A→A→B→B→C→C→D→D→A→A→E→E→B→B→A→A→C→C→D→D→E,1
A→A→B→B→C→C→D→D→E→E→B→B→D→D→C→C→A→A→F→F→B,1
A→A→B→B→C→C→D→D→E→E→A→A→B→B→D→D→E→E→A→A→F,1
A→A→B→B→C→C→D→D→B→B→E→E→F→F→A→A→G→G→C→C→B,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→B→B→D→D,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→B→B,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→G→G→B→B→C,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→G→G→C→C→D,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→D→D→B→B→G,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→D→D→C→C→B→B→G,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→G→G→H,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→E→E→A→A→F,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→C→C→D,1
A→A→B→B→C→C→D→D→B→B→C→C→D→D→E→E→F→F→G→G,1
A→A→B→B→C→C→D→D→E→E→B→B→F→F→A→A→C→C→B→B,1
A→A→B→B→C→C→D→D→E→E→F→F→C→C→G→G→A→A→B→B→D,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→A→A→C,1
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→A→A→H→H→C,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→E→E→A→A→F,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→B→B→A→A→E,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→D→D,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→F→F→D,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→D→D→C→C→G→G→B,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→D→D→E,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→H→H→A,1
A→A→B→B→C→C→D→D→E→E→F→F→C→C→G→G→D→D→B→B→A,1
A→A→B→B→C→C→A→A→B→B→D→D→E→E→C→C→A→A→B→B→F,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→C→C→B→B→H,1
A→A→B→B→C→C→D→D→A→A→E→E→B→B→F→F→G→G→C→C→A,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→B→B→C,1
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→A→A→H→H→D,1
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→A→A→D→D→C,1
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→D→D→A→A→E,1
A→A→B→B→C→C→D→D→E→E→C→C→B→B→A→A→D→D→E→E→C,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→A→A→C→C→F,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→H→H→E,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→D→D→G→G→H,1
A→A→B→B→C→C→D→D→A→A→B→B→E→E→F→F→G→G→D→D,1
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→E→E→A→A→F,1
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→E→E→D→D→C,1
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→C→C,1
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→H→H,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→H→H→D→D→B,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→E→E→D→D→F,1
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→G→G→D→D→C,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→D→D→F,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→D→D→A,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→E→E,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→B→B→H→H→G,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→E→E→C→C→A,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→D→D→A→A→C→C→B,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→E→E→A,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→D→D→C→C,1
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→F→F→G→G→E,1
A→A→B→B→C→C→D→D→E→E→C→C→B→B→F→F→E→E→D→D→C,1
A→A→B→B→C→C→D→D→E→E→C→C→D→D→B→B→F→F→C→C→D,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→A→A,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→B→B→D→D→A,1
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→G→G→D→D→A,1
A→A→B→B→C→C→A→A→D→D→E→E→C→C→A→A→B→B→D→D→E,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→C→C→B→B→E,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→B→B→C,1
A→A→B→B→C→C→D→D→E→E→B→B→A→A→F→F→G→G→D→D,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→G→G→B→B→D,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→G→G→H→H→B,1
A→A→B→B→C→C→D→D→E→E→B→B→F→F→A→A→E→E→D→D,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→D→D→E→E→A→A→F,1
A→A→B→B→C→C→D→D→A→A→E→E→C→C→B→B→D→D→A→A→C,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→B→B→E→E→A,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→B→B→C,1
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→A→A→C,1
A→A→B→B→C→C→A→A→D→D→E→E→F→F→G→G→C→C→A→A→B,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→H→H→C→C→E,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→H→H→E→E→C,1
A→A→B→B→C→C→D→D→E→E→A→A→B→B→C→C→D→D→B→B→A,1
A→A→B→B→C→C→D→D→E→E→F→F→B→B→C→C→G→G→H→H→A,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→A→A→E→E→F,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→E→E→D→D→A,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→A→A→H→H→C→C,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→B→B→C→C→A→A→D,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→E→E→C→C→A,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→D→D→A→A→E→E→B,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→A→A→D→D→G,1
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→D→D→C→C→B,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→C→C→G→G→E,1
A→A→B→B→C→C→D→D→E→E→F→F→D→D→E→E→C→C→B→B→G,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→A→A→F→F→B,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→C→C→G→G→E→E→F,1
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→A→A→H→H→F,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→G→G→D→D→E,1
A→A→B→B→C→C→A→A→D→D→E→E→F→F→G→G→H→H→C→C→A,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→B→B→G→G→E→E→D,1
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→D→D→C→C→H,1
A→A→B→B→C→C→D→D→E→E→B→B→F→F→G→G→D→D→E→E,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→D→D→C,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→B→B→E→E→G,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→D→D→A→A→E,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→C→C→D→D,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→E→E→G→G→H,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→B→B→D→D→G→G→C,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→E→E→D,1
A→A→B→B→C→C→D→D→E→E→B→B→F→F→C→C→A→A→E→E→B,1
A→A→B→B→C→C→D→D→E→E→F→F→B→B→G→G→C→C→D→D→H,1
A→A→B→B→C→C→D→D→E→E→A→A→C→C→D→D→B→B→A→A→C,1
A→A→B→B→C→C→D→D→A→A→B→B→E→E→F→F→G→G→D→D→A,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→G→G→H→H→D,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→F→F→A,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→E→E,1
A→A→B→B→C→C→D→D→E→E→F→F→C→C→B→B→D→D→E→E→A,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→B→B→C→C→A→A→B,1
A→A→B→B→C→C→A→A→D→D→B→B→E→E→C→C→F→F→A→A→C,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→D→D→H→H→B,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→H→H→D→D→B,1
A→A→B→B→C→C→D→D→E→E→C→C→F→F→B→B→A→A→G→G→H,1
A→A→B→B→C→C→D→D→A→A→E→E→B→B→D→D→F→F→C→C→A,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→C→C→B→B→A→A→E,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→C→C→A→A→E→E→D,1
A→A→B→B→C→C→D→D→E→E→B→B→C→C→F→F→G→G→A→A→B,1
A→A→B→B→C→C→D→D→E→E→F→F→B→B→D→D→C→C→A→A→E,1
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→H→H→D,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→C→C→D→D→E→E→B,1
A→A→B→B→C→C→D→D→E→E→A→A→F→F→G→G→C→C→B→B→A,1
A→A→B→B→C→C→D→D→E→E→F→F→A→A→G→G→D→D→H→H→F,1
A→A→B→B→C→C→D→D→E→E→F→F→B→B→A→A→D→D→E→E→F,1
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→C→C→A→A→E,1
A→A→B→B→C→C→D→D→E→E→A→A→B→B→F→F→G→G→C→C→B,1
A→A→B→B→C→C→D→D→A→A→E→E→F→F→G→G→H→H→D→D→A,1
A→A→B→B→C→C→D→D→E→E→F→F→G→G→H→H→C→C→B→B,1
